lab,ref_name,dis_name,mos,trc,codec,ref_width,ref_height,ref_bits,dis_width,dis_height,dis_bits,display_model,cvvdp,result_source
MLS,Chimera13_1000nit.mp4,Chimera13_1000nit_NNVC_QP22.mp4,4.810606374406585,PQ,NNVC,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,9.80348300933838,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Chimera13_1000nit.mp4,Chimera13_1000nit_NNVC_QP27.mp4,4.70101765067285,PQ,NNVC,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,9.626394271850586,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Chimera13_1000nit.mp4,Chimera13_1000nit_NNVC_QP32.mp4,4.425300458465902,PQ,NNVC,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,9.306391716003418,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Chimera13_1000nit.mp4,Chimera13_1000nit_NNVC_QP42.mp4,3.341233849748335,PQ,NNVC,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,8.238702774047852,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Chimera13_1000nit.mp4,Chimera13_1000nit_QP27_3316.mp4,4.48529105448617,PQ,LTM,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,9.173526763916016,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Chimera13_1000nit.mp4,Chimera13_1000nit_QP35_3856.mp4,3.634609528973474,PQ,LTM,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,8.280868530273438,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Chimera13_1000nit.mp4,Chimera13_1000nit_QP37_3991.mp4,3.343830583186381,PQ,LTM,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,7.977667331695557,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Chimera13_1000nit.mp4,Chimera13_1000nit_QP42_4329.mp4,2.136132541532397,PQ,LTM,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,7.149297714233398,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Chimera13_1000nit.mp4,Chimera13_1000nit_VTM_QP35.mp4,4.580578544393781,PQ,VTM,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,8.947509765625,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Chimera13_1000nit.mp4,Chimera13_1000nit_VTM_QP37.mp4,4.132125732211043,PQ,VTM,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,8.703712463378906,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Chimera13_1000nit.mp4,Chimera13_1000nit_VTM_QP42.mp4,3.376300732033629,PQ,VTM,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,8.034006118774414,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Chimera13_1000nit.mp4,Chimera13_1000nit_VTM_QP47.mp4,2.376583717279069,PQ,VTM,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,7.187687873840332,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Chimera4_1000nit.mp4,Chimera4_1000nit_LCEVC_QP31.mp4,4.025243043173302,PQ,LTM,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,7.437532424926758,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Chimera4_1000nit.mp4,Chimera4_1000nit_LCEVC_QP33.mp4,4.098663541558443,PQ,LTM,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,6.887001991271973,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Chimera4_1000nit.mp4,Chimera4_1000nit_NNVC_QP35.mp4,4.459662952273221,PQ,NNVC,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,8.307867050170898,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Chimera4_1000nit.mp4,Chimera4_1000nit_NNVC_QP37.mp4,4.58791017467516,PQ,NNVC,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,7.854099273681641,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Chimera4_1000nit.mp4,Chimera4_1000nit_VTM_QP32.mp4,4.749984640790464,PQ,VTM,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,8.57977294921875,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Chimera4_1000nit.mp4,Chimera4_1000nit_VTM_QP40.mp4,2.909926191820844,PQ,VTM,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,6.490362167358398,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,FlyingBirds.mp4,FlyingBirds_AVS3_QP36.mp4,4.149684203906296,PQ,AVS,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,8.947824478149414,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,FlyingBirds.mp4,FlyingBirds_AVS3_QP40.mp4,3.655261900542227,PQ,AVS,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,8.591507911682129,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,FlyingBirds.mp4,FlyingBirds_AVS3_QP44.mp4,2.858004791628703,PQ,AVS,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,8.12485122680664,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,FlyingBirds.mp4,FlyingBirds_AVS3_QP48.mp4,2.305217046368016,PQ,AVS,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,7.637297630310059,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,FlyingBirds.mp4,FlyingBirds_AlphaVC-P_QP0.mp4,1.668624321253602,PQ,AlphaVC-P,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,8.63249397277832,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,FlyingBirds.mp4,FlyingBirds_AlphaVC-P_QP2.mp4,1.741719060640339,PQ,AlphaVC-P,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,8.077094078063965,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,FlyingBirds.mp4,FlyingBirds_AlphaVC-P_QP3.mp4,1.19652957633118,PQ,AlphaVC-P,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,7.498318672180176,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,FlyingBirds.mp4,FlyingBirds_DCVC-RT_QP25.mp4,2.901214999665513,PQ,DCVC-RT,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,7.508279800415039,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,FlyingBirds.mp4,FlyingBirds_DCVC-RT_QP38.mp4,3.89253366886738,PQ,DCVC-RT,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,8.422480583190918,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,FlyingBirds.mp4,FlyingBirds_EEM_QP0.mp4,2.304335156671678,PQ,EEM,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,8.965553283691406,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,FlyingBirds.mp4,FlyingBirds_EEM_QP1.mp4,1.663115370956349,PQ,EEM,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,8.131654739379883,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,FlyingBirds.mp4,FlyingBirds_EEM_QP2.mp4,1.406354824820703,PQ,EEM,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,7.695939064025879,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,FlyingBirds.mp4,FlyingBirds_EEM_QP3.mp4,0.9537378164321813,PQ,EEM,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,6.299559593200684,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,FlyingBirds.mp4,FlyingBirds_NNVC_QP32.mp4,4.692460197273262,PQ,NNVC,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,8.915079116821289,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,FlyingBirds.mp4,FlyingBirds_NNVC_QP42.mp4,3.431290251905305,PQ,NNVC,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,7.5541839599609375,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,FlyingBirds.mp4,FlyingBirds_QP32_3653.mp4,4.474778481229302,PQ,LTM,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,7.934253692626953,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,FlyingBirds.mp4,FlyingBirds_QP35_3856.mp4,3.690748672962605,PQ,LTM,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,7.490245819091797,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,FlyingBirds.mp4,FlyingBirds_QP37_3991.mp4,3.019196276480079,PQ,LTM,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,7.15015172958374,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,FlyingBirds.mp4,FlyingBirds_QP42_4329.mp4,1.958138753660372,PQ,LTM,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,6.314435958862305,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,FlyingBirds.mp4,FlyingBirds_VTM_QP32.mp4,4.534493718950071,PQ,VTM,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,8.703218460083008,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,FlyingBirds.mp4,FlyingBirds_VTM_QP35.mp4,4.298351819704824,PQ,VTM,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,8.321463584899902,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,FlyingBirds.mp4,FlyingBirds_VTM_QP37.mp4,3.568186489650468,PQ,VTM,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,8.027534484863281,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,FlyingBirds.mp4,FlyingBirds_VTM_QP42.mp4,3.036217311106487,PQ,VTM,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,7.253332138061523,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Smithy1_1000nit.mp4,Smithy1_1000nit_LCEVC_QP27.mp4,4.768189493142897,PQ,LTM,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,7.687962532043457,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Smithy1_1000nit.mp4,Smithy1_1000nit_NNVC_QP37.mp4,4.446911480142594,PQ,NNVC,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,7.067364692687988,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Smithy1_1000nit.mp4,Smithy1_1000nit_VTM_QP27.mp4,4.891215935137337,PQ,VTM,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,9.062156677246094,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Smithy1_1000nit.mp4,Smithy1_1000nit_VTM_QP40.mp4,4.491621448468125,PQ,VTM,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,5.6916608810424805,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Sparks2_1000nit.mp4,Sparks2_1000nit_LCEVC_QP25.mp4,4.458336901984568,PQ,LTM,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,8.656132698059082,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Sparks2_1000nit.mp4,Sparks2_1000nit_NNVC_QP35.mp4,4.458241345549919,PQ,NNVC,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,8.091535568237305,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Sparks2_1000nit.mp4,Sparks2_1000nit_NNVC_QP37.mp4,3.827617500183569,PQ,NNVC,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,7.676650047302246,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Sparks2_1000nit.mp4,Sparks2_1000nit_VTM_QP22.mp4,4.790519954850471,PQ,VTM,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,9.614721298217772,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
MLS,Sparks2_1000nit.mp4,Sparks2_1000nit_VTM_QP35.mp4,4.190076974994088,PQ,VTM,3840,2160,10,3840,2160,10,avs_hdr_set3_pq,7.791589736938477,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_lab_cvvdp_display_models/ZJUHDR_MLS_ColorVideoVDP.csv
WHU,Buildings2.mp4,Buildings2_AVS3_QP40.mp4,4.274346848439976,HLG,AVS,3840,2160,10,3840,2160,10,avs_hdr_set2_hlg,9.083189010620115,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_whu_hlg_cvvdp_rerun_eambient5/ZJUHDR_WHU_HLG_ColorVideoVDP.csv
WHU,Buildings2.mp4,Buildings2_DCVC-RT_QP0.mp4,1.998572722843096,HLG,DCVC-RT,3840,2160,10,3840,2160,10,avs_hdr_set2_hlg,6.524819374084473,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_whu_hlg_cvvdp_rerun_eambient5/ZJUHDR_WHU_HLG_ColorVideoVDP.csv
WHU,Buildings2.mp4,Buildings2_DCVC-RT_QP10.mp4,3.37201877779931,HLG,DCVC-RT,3840,2160,10,3840,2160,10,avs_hdr_set2_hlg,7.885238170623779,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_whu_hlg_cvvdp_rerun_eambient5/ZJUHDR_WHU_HLG_ColorVideoVDP.csv
WHU,Buildings2.mp4,Buildings2_DCVC-RT_QP21.mp4,3.393324229169502,HLG,DCVC-RT,3840,2160,10,3840,2160,10,avs_hdr_set2_hlg,8.494235038757324,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_whu_hlg_cvvdp_rerun_eambient5/ZJUHDR_WHU_HLG_ColorVideoVDP.csv
WHU,Buildings2.mp4,Buildings2_DCVC-RT_QP42.mp4,4.312492681614265,HLG,DCVC-RT,3840,2160,10,3840,2160,10,avs_hdr_set2_hlg,9.3250732421875,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_whu_hlg_cvvdp_rerun_eambient5/ZJUHDR_WHU_HLG_ColorVideoVDP.csv
WHU,Buildings2.mp4,Buildings2_EEM_QP0.mp4,2.899630135198652,HLG,EEM,3840,2160,10,3840,2160,10,avs_hdr_set2_hlg,9.482898712158203,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_whu_hlg_cvvdp_rerun_eambient5/ZJUHDR_WHU_HLG_ColorVideoVDP.csv
WHU,Buildings2.mp4,Buildings2_EEM_QP1.mp4,3.156571631833437,HLG,EEM,3840,2160,10,3840,2160,10,avs_hdr_set2_hlg,9.085945129394531,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_whu_hlg_cvvdp_rerun_eambient5/ZJUHDR_WHU_HLG_ColorVideoVDP.csv
WHU,Buildings2.mp4,Buildings2_EEM_QP2.mp4,3.101874224982175,HLG,EEM,3840,2160,10,3840,2160,10,avs_hdr_set2_hlg,8.762863159179688,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_whu_hlg_cvvdp_rerun_eambient5/ZJUHDR_WHU_HLG_ColorVideoVDP.csv
WHU,Buildings2.mp4,Buildings2_EEM_QP3.mp4,1.416533884712203,HLG,EEM,3840,2160,10,3840,2160,10,avs_hdr_set2_hlg,7.59732723236084,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_whu_hlg_cvvdp_rerun_eambient5/ZJUHDR_WHU_HLG_ColorVideoVDP.csv
WHU,Buildings2.mp4,Buildings2_LTM_QP21_2910.mp4,4.479803291724498,HLG,LTM,3840,2160,10,3840,2160,10,avs_hdr_set2_hlg,9.510499954223633,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_whu_hlg_cvvdp_rerun_eambient5/ZJUHDR_WHU_HLG_ColorVideoVDP.csv
WHU,Buildings2.mp4,Buildings2_LTM_QP38_4059.mp4,3.598630059377359,HLG,LTM,3840,2160,10,3840,2160,10,avs_hdr_set2_hlg,7.322671413421631,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_whu_hlg_cvvdp_rerun_eambient5/ZJUHDR_WHU_HLG_ColorVideoVDP.csv
WHU,Buildings2.mp4,Buildings2_NNVC_QP27.mp4,4.315172010581091,HLG,NNVC,3840,2160,10,3840,2160,10,avs_hdr_set2_hlg,9.591906547546388,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_whu_hlg_cvvdp_rerun_eambient5/ZJUHDR_WHU_HLG_ColorVideoVDP.csv
WHU,Buildings2.mp4,Buildings2_NNVC_QP42.mp4,4.078487140638046,HLG,NNVC,3840,2160,10,3840,2160,10,avs_hdr_set2_hlg,7.801228523254394,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_whu_hlg_cvvdp_rerun_eambient5/ZJUHDR_WHU_HLG_ColorVideoVDP.csv
WHU,Buildings2.mp4,Buildings2_VTM_QP37.mp4,4.160137208289727,HLG,VTM,3840,2160,10,3840,2160,10,avs_hdr_set2_hlg,8.72581672668457,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_whu_hlg_cvvdp_rerun_eambient5/ZJUHDR_WHU_HLG_ColorVideoVDP.csv
WHU,Buildings2.mp4,Buildings2_VTM_QP42.mp4,3.532735847251969,HLG,VTM,3840,2160,10,3840,2160,10,avs_hdr_set2_hlg,7.774809837341309,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_whu_hlg_cvvdp_rerun_eambient5/ZJUHDR_WHU_HLG_ColorVideoVDP.csv
WHU,Buildings2.mp4,Buildings2_VTM_QP47.mp4,3.365510108406303,HLG,VTM,3840,2160,10,3840,2160,10,avs_hdr_set2_hlg,6.387880325317383,/mnt/bn/public-vqa1/wangjiayi/hdr-vqa-outputs/zjuhdr_whu_hlg_cvvdp_rerun_eambient5/ZJUHDR_WHU_HLG_ColorVideoVDP.csv
WHU,Chimera13_1000nit.mp4,Chimera13_1000nit_QP27_3316.mp4,4.378380332503936,PQ,LTM,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,9.184913635253906,/mnt/bn/public-vqa1/wangjiayi/playground/hdr-vqa/outputs/ZJUHDR_WHU_ColorVideoVDP.csv
WHU,Chimera13_1000nit.mp4,Chimera13_1000nit_QP37_3991.mp4,2.690498611175628,PQ,LTM,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,7.997937202453613,/mnt/bn/public-vqa1/wangjiayi/playground/hdr-vqa/outputs/ZJUHDR_WHU_ColorVideoVDP.csv
WHU,Chimera13_1000nit.mp4,Chimera13_1000nit_VTM_QP37.mp4,3.786319808775758,PQ,VTM,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,8.719001770019531,/mnt/bn/public-vqa1/wangjiayi/playground/hdr-vqa/outputs/ZJUHDR_WHU_ColorVideoVDP.csv
WHU,Chimera2_1000nit.mp4,Chimera2_1000nit_AVS3_r2.mp4,4.638466055711726,PQ,AVS,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,9.33316707611084,/mnt/bn/public-vqa1/wangjiayi/playground/hdr-vqa/outputs/ZJUHDR_WHU_ColorVideoVDP.csv
WHU,Chimera2_1000nit.mp4,Chimera2_1000nit_AVS3_r4.mp4,3.402833045381269,PQ,AVS,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,8.209489822387695,/mnt/bn/public-vqa1/wangjiayi/playground/hdr-vqa/outputs/ZJUHDR_WHU_ColorVideoVDP.csv
WHU,Chimera2_1000nit.mp4,Chimera2_1000nit_EEM_r4.mp4,1.053669287910925,PQ,EEM,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,5.994519233703613,/mnt/bn/public-vqa1/wangjiayi/playground/hdr-vqa/outputs/ZJUHDR_WHU_ColorVideoVDP.csv
WHU,Chimera2_1000nit.mp4,Chimera2_1000nit_LTM_r1.mp4,4.614894411013843,PQ,LTM,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,9.542680740356444,/mnt/bn/public-vqa1/wangjiayi/playground/hdr-vqa/outputs/ZJUHDR_WHU_ColorVideoVDP.csv
WHU,Chimera2_1000nit.mp4,Chimera2_1000nit_LTM_r2.mp4,4.589900566244586,PQ,LTM,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,9.21564483642578,/mnt/bn/public-vqa1/wangjiayi/playground/hdr-vqa/outputs/ZJUHDR_WHU_ColorVideoVDP.csv
WHU,Chimera2_1000nit.mp4,Chimera2_1000nit_LTM_r3.mp4,3.644559016128217,PQ,LTM,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,8.42553424835205,/mnt/bn/public-vqa1/wangjiayi/playground/hdr-vqa/outputs/ZJUHDR_WHU_ColorVideoVDP.csv
WHU,Chimera2_1000nit.mp4,Chimera2_1000nit_LTM_r4.mp4,2.541888046747476,PQ,LTM,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,7.149656295776367,/mnt/bn/public-vqa1/wangjiayi/playground/hdr-vqa/outputs/ZJUHDR_WHU_ColorVideoVDP.csv
WHU,Chimera3_1000nit.mp4,Chimera3_1000nit_AVS3_r3.mp4,4.332868969221324,PQ,AVS,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,7.281311988830566,/mnt/bn/public-vqa1/wangjiayi/playground/hdr-vqa/outputs/ZJUHDR_WHU_ColorVideoVDP.csv
WHU,Chimera3_1000nit.mp4,Chimera3_1000nit_EEM_r4.mp4,1.02571706422412,PQ,EEM,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,3.802795886993408,/mnt/bn/public-vqa1/wangjiayi/playground/hdr-vqa/outputs/ZJUHDR_WHU_ColorVideoVDP.csv
WHU,Chimera3_1000nit.mp4,Chimera3_1000nit_LTM_r1.mp4,4.867709689473448,PQ,LTM,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,9.34673309326172,/mnt/bn/public-vqa1/wangjiayi/playground/hdr-vqa/outputs/ZJUHDR_WHU_ColorVideoVDP.csv
WHU,Chimera4_1000nit.mp4,Chimera4_1000nit_AVS3_r1.mp4,4.542548094830501,PQ,AVS,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,9.57578182220459,/mnt/bn/public-vqa1/wangjiayi/playground/hdr-vqa/outputs/ZJUHDR_WHU_ColorVideoVDP.csv
WHU,Chimera4_1000nit.mp4,Chimera4_1000nit_AVS3_r2.mp4,4.630075550803915,PQ,AVS,3840,2160,10,3840,2160,10,avs_hdr_set2_pq,9.355440139770508,/mnt/bn/public-vqa1/wangjiayi/playground/hdr-vqa/outputs/ZJUHDR_WHU_ColorVideoVDP.csv
