ref_name,dis_name,trc,cvvdp,vmaf,wtpsnr,psnrl100,deltae
Smithy1_1000nit.mp4,Smithy1_1000nit_AlphaVC-P_r1.mp4,PQ,8.183502197,80.791337,124.735000,33.596000,32.823000
Smithy1_1000nit.mp4,Smithy1_1000nit_AlphaVC-P_r2.mp4,PQ,7.543951511,74.696239,121.612000,32.868000,32.336000
Smithy1_1000nit.mp4,Smithy1_1000nit_AlphaVC-P_r3.mp4,PQ,7.033710480,70.004807,119.368000,32.385000,32.004000
Smithy1_1000nit.mp4,Smithy1_1000nit_AlphaVC-P_r4.mp4,PQ,5.983862877,61.124274,114.087000,31.368000,31.043000
Smithy1_1000nit.mp4,Smithy1_1000nit_EEM_r1.mp4,PQ,8.806531906,92.700295,131.518000,35.171000,33.439000
Smithy1_1000nit.mp4,Smithy1_1000nit_EEM_r2.mp4,PQ,7.387776852,85.797951,124.370000,33.330000,32.417000
Smithy1_1000nit.mp4,Smithy1_1000nit_EEM_r3.mp4,PQ,6.456352234,78.492413,121.059000,32.414000,32.023000
Smithy1_1000nit.mp4,Smithy1_1000nit_EEM_r4.mp4,PQ,4.153855801,58.919456,111.759000,30.586000,30.462000
Smithy1_1000nit.mp4,Smithy1_1000nit_LCEVC_QP22.mp4,PQ,8.715651512,92.605733,130.051000,34.298000,33.344000
Smithy1_1000nit.mp4,Smithy1_1000nit_LCEVC_QP27.mp4,PQ,7.823760509,86.681750,127.115000,33.360000,32.805000
Smithy1_1000nit.mp4,Smithy1_1000nit_LTM_r1.mp4,PQ,9.172031403,95.881163,133.228000,34.934000,33.965000
Smithy1_1000nit.mp4,Smithy1_1000nit_LTM_r2.mp4,PQ,6.472371101,77.457016,123.510000,32.221000,32.114000
Smithy1_1000nit.mp4,Smithy1_1000nit_LTM_r3.mp4,PQ,5.518675327,70.592387,121.548000,31.521000,31.684000
Smithy1_1000nit.mp4,Smithy1_1000nit_LTM_r4.mp4,PQ,4.533608437,63.202961,118.930000,30.848000,31.180000
Smithy1_1000nit.mp4,Smithy1_1000nit_NNVC_QP35.mp4,PQ,7.766087532,84.890942,126.022000,33.722000,32.789000
Smithy1_1000nit.mp4,Smithy1_1000nit_NNVC_QP37.mp4,PQ,7.187674046,81.143285,122.629000,33.083000,32.218000
Smithy1_1000nit.mp4,Smithy1_1000nit_NNVC_r1.mp4,PQ,9.867792130,99.116225,152.525000,39.664000,36.699000
Smithy1_1000nit.mp4,Smithy1_1000nit_NNVC_r2.mp4,PQ,9.319931984,94.368385,136.417000,36.370000,34.448000
Smithy1_1000nit.mp4,Smithy1_1000nit_NNVC_r3.mp4,PQ,8.486442566,89.234433,129.800000,34.680000,33.428000
Smithy1_1000nit.mp4,Smithy1_1000nit_NNVC_r4.mp4,PQ,5.540747166,70.101760,117.536000,31.650000,31.310000
Smithy1_1000nit.mp4,Smithy1_1000nit_VTM_QP27.mp4,PQ,9.130863190,93.453183,137.480000,35.994000,34.330000
Smithy1_1000nit.mp4,Smithy1_1000nit_VTM_QP40.mp4,PQ,5.823244572,72.625513,124.131000,31.970000,32.021000
Smithy1_1000nit.mp4,Smithy1_1000nit_VTM_r1.mp4,PQ,8.179192543,87.793957,132.182000,34.338000,33.501000
Smithy1_1000nit.mp4,Smithy1_1000nit_VTM_r2.mp4,PQ,6.795246124,79.068497,126.480000,32.797000,32.513000
Smithy1_1000nit.mp4,Smithy1_1000nit_VTM_r3.mp4,PQ,5.144764900,67.832732,122.478000,31.446000,31.675000
Smithy1_1000nit.mp4,Smithy1_1000nit_VTM_r4.mp4,PQ,3.443620205,55.066425,118.435000,30.234000,30.802000
Sparks2_1000nit.mp4,Sparks2_1000nit_AVS3_r1.mp4,PQ,9.454645157,91.868328,142.218000,39.006000,34.711000
Sparks2_1000nit.mp4,Sparks2_1000nit_AVS3_r2.mp4,PQ,9.157292366,88.433521,140.092000,38.536000,34.417000
Sparks2_1000nit.mp4,Sparks2_1000nit_AVS3_r3.mp4,PQ,8.751850128,83.882510,137.829000,38.026000,34.095000
Sparks2_1000nit.mp4,Sparks2_1000nit_AVS3_r4.mp4,PQ,7.633012295,71.456282,133.293000,36.894000,33.433000
Sparks2_1000nit.mp4,Sparks2_1000nit_AlphaVC-P_r1.mp4,PQ,8.769043922,79.664015,135.031000,37.566000,33.613000
Sparks2_1000nit.mp4,Sparks2_1000nit_AlphaVC-P_r2.mp4,PQ,8.334269524,73.991176,132.898000,37.113000,33.359000
Sparks2_1000nit.mp4,Sparks2_1000nit_AlphaVC-P_r3.mp4,PQ,7.944834709,69.047561,131.159000,36.761000,33.169000
Sparks2_1000nit.mp4,Sparks2_1000nit_AlphaVC-P_r4.mp4,PQ,6.738490105,56.102409,126.161000,35.585000,32.482000
Sparks2_1000nit.mp4,Sparks2_1000nit_EEM_r1.mp4,PQ,8.809309959,88.060256,138.391000,38.274000,33.816000
Sparks2_1000nit.mp4,Sparks2_1000nit_EEM_r2.mp4,PQ,7.827985287,78.546625,133.789000,37.209000,33.205000
Sparks2_1000nit.mp4,Sparks2_1000nit_EEM_r3.mp4,PQ,7.204088211,71.866583,131.503000,36.617000,32.925000
Sparks2_1000nit.mp4,Sparks2_1000nit_EEM_r4.mp4,PQ,5.835732460,56.604799,125.614000,35.458000,32.061000
Sparks2_1000nit.mp4,Sparks2_1000nit_LCEVC_QP21.mp4,PQ,9.237388611,89.407550,138.713000,38.483000,34.150000
Sparks2_1000nit.mp4,Sparks2_1000nit_LCEVC_QP25.mp4,PQ,8.699155807,83.594461,136.295000,37.838000,33.813000
Sparks2_1000nit.mp4,Sparks2_1000nit_LTM_r1.mp4,PQ,9.574297905,93.556084,141.028000,39.029000,34.525000
Sparks2_1000nit.mp4,Sparks2_1000nit_LTM_r2.mp4,PQ,7.899346352,74.743333,133.678000,37.059000,33.507000
Sparks2_1000nit.mp4,Sparks2_1000nit_LTM_r3.mp4,PQ,7.211408138,67.474689,131.599000,36.466000,33.241000
Sparks2_1000nit.mp4,Sparks2_1000nit_LTM_r4.mp4,PQ,5.758188725,53.659698,127.638000,35.308000,32.689000
Sparks2_1000nit.mp4,Sparks2_1000nit_NNVC_QP35.mp4,PQ,8.136409760,78.600650,134.126000,37.436000,33.401000
Sparks2_1000nit.mp4,Sparks2_1000nit_NNVC_QP37.mp4,PQ,7.726260185,74.391404,132.236000,37.050000,33.110000
Sparks2_1000nit.mp4,Sparks2_1000nit_NNVC_r1.mp4,PQ,9.864068985,97.900856,149.234000,40.321000,35.497000
Sparks2_1000nit.mp4,Sparks2_1000nit_NNVC_r2.mp4,PQ,9.317228317,90.030944,140.151000,38.793000,34.359000
Sparks2_1000nit.mp4,Sparks2_1000nit_NNVC_r3.mp4,PQ,8.666128159,83.612115,136.515000,37.978000,33.781000
Sparks2_1000nit.mp4,Sparks2_1000nit_NNVC_r4.mp4,PQ,6.588225365,62.424422,128.030000,36.058000,32.512000
Sparks2_1000nit.mp4,Sparks2_1000nit_VTM_QP22.mp4,PQ,9.635828018,93.015110,142.458000,39.246000,34.714000
Sparks2_1000nit.mp4,Sparks2_1000nit_VTM_QP35.mp4,PQ,7.846399784,73.042699,134.824000,37.001000,33.724000
Sparks2_1000nit.mp4,Sparks2_1000nit_VTM_r1.mp4,PQ,9.185955048,87.140698,139.648000,38.455000,34.363000
Sparks2_1000nit.mp4,Sparks2_1000nit_VTM_r2.mp4,PQ,8.431123734,79.093447,136.662000,37.572000,33.962000
Sparks2_1000nit.mp4,Sparks2_1000nit_VTM_r3.mp4,PQ,7.396497726,68.418136,133.214000,36.594000,33.493000
Sparks2_1000nit.mp4,Sparks2_1000nit_VTM_r4.mp4,PQ,6.212567329,56.317993,129.927000,35.584000,33.027000
Sparks3_1000nit.mp4,Sparks3_1000nit_AVS3_r3.mp4,PQ,9.100975037,89.858954,144.075000,37.933000,34.161000
Sparks3_1000nit.mp4,Sparks3_1000nit_AVS3_r4.mp4,PQ,8.396648407,82.720256,140.692000,36.846000,33.693000
Sparks3_1000nit.mp4,Sparks3_1000nit_AlphaVC-P_r2.mp4,PQ,8.864079475,83.575092,139.157000,36.693000,33.035000
Sparks3_1000nit.mp4,Sparks3_1000nit_AlphaVC-P_r3.mp4,PQ,8.665237427,81.235058,138.280000,36.603000,32.938000
Sparks3_1000nit.mp4,Sparks3_1000nit_EEM_r3.mp4,PQ,8.008641243,81.585884,139.154000,36.370000,33.460000
Sparks3_1000nit.mp4,Sparks3_1000nit_VTM_r1.mp4,PQ,9.350738525,91.628614,145.327000,38.322000,34.489000
Sparks3_1000nit.mp4,Sparks3_1000nit_VTM_r4.mp4,PQ,6.714305878,67.602544,137.339000,35.562000,33.419000
TeaStall.mp4,TeaStall_AVS3_QP32.mp4,HLG,9.586984634,94.819726,131.713000,27.654000,25.405000
TeaStall.mp4,TeaStall_AVS3_QP36.mp4,HLG,9.464694977,93.228940,129.025000,27.265000,25.046000
TeaStall.mp4,TeaStall_AVS3_QP40.mp4,HLG,9.291609764,91.471116,126.251000,26.868000,24.680000
TeaStall.mp4,TeaStall_AVS3_QP44.mp4,HLG,9.034582138,88.849332,123.145000,26.380000,24.251000
TeaStall.mp4,TeaStall_AVS3_QP48.mp4,HLG,8.693811417,85.345007,120.198000,25.829000,23.812000
TeaStall.mp4,TeaStall_AlphaVC-P_QP0.mp4,HLG,9.347983360,90.104022,125.860000,26.560000,24.617000
TeaStall.mp4,TeaStall_AlphaVC-P_QP1.mp4,HLG,9.167151451,86.960736,123.596000,26.159000,24.351000
TeaStall.mp4,TeaStall_AlphaVC-P_QP2.mp4,HLG,8.983901024,84.074741,121.746000,25.847000,24.132000
TeaStall.mp4,TeaStall_AlphaVC-P_QP3.mp4,HLG,8.512040138,78.173511,117.227000,25.149000,23.627000
TeaStall.mp4,TeaStall_AlphaVC-P_QP4.mp4,HLG,7.935486794,71.269198,112.895000,24.456000,23.141000
TeaStall.mp4,TeaStall_AlphaVC-P_QP5.mp4,HLG,7.182243347,63.190245,108.010000,23.655000,22.536000
TeaStall.mp4,TeaStall_DCVC-RT_QP13.mp4,HLG,8.516294479,82.936007,122.513000,25.520000,24.304000
TeaStall.mp4,TeaStall_DCVC-RT_QP21.mp4,HLG,8.909520149,87.199723,125.776000,26.129000,24.753000
TeaStall.mp4,TeaStall_EEM_QP0.mp4,HLG,9.556027412,95.174874,132.191000,27.441000,25.300000
TeaStall.mp4,TeaStall_EEM_QP1.mp4,HLG,9.289208412,91.579500,127.705000,26.719000,24.817000
TeaStall.mp4,TeaStall_EEM_QP2.mp4,HLG,9.068284035,89.178329,124.975000,26.289000,24.410000
TeaStall.mp4,TeaStall_EEM_QP3.mp4,HLG,8.287216187,81.193617,117.466000,25.137000,22.911000
TeaStall.mp4,TeaStall_LTM_QP25_3180.mp4,HLG,9.379232407,93.470734,126.483000,26.587000,24.964000
TeaStall.mp4,TeaStall_LTM_QP38_4059.mp4,HLG,8.081426620,79.031382,115.320000,24.832000,23.353000
TeaStall.mp4,TeaStall_NNVC_QP22.mp4,HLG,9.795482635,99.034886,139.295000,28.956000,26.384000
TeaStall.mp4,TeaStall_NNVC_QP32.mp4,HLG,9.450429916,93.218834,129.671000,27.304000,25.190000
TeaStall.mp4,TeaStall_NNVC_QP42.mp4,HLG,8.560995102,84.079704,120.600000,25.758000,23.943000
TeaStall.mp4,TeaStall_VTM_QP27.mp4,HLG,9.620841980,95.259207,132.639000,27.766000,25.588000
TeaStall.mp4,TeaStall_VTM_QP37.mp4,HLG,9.033736229,88.725603,124.354000,26.409000,24.493000
TeaStall.mp4,TeaStall_VTM_QP42.mp4,HLG,8.429880142,82.507300,119.770000,25.475000,23.856000
TeaStall.mp4,TeaStall_VTM_QP47.mp4,HLG,7.491704464,72.921652,114.365000,24.307000,23.068000
